item_id,date,price
21805445,2016-10-22,129.46
21805445,2016-10-23,129.46
21805445,2016-10-24,129.46
21805445,2016-10-25,129.46
21805445,2016-10-26,129.46
21805445,2016-10-27,129.46
21805445,2016-10-28,129.46
21805445,2016-10-29,129.46
21805445,2016-10-30,129.46
21805445,2016-10-31,129.46
21805445,2016-11-01,129.46
21805445,2016-11-02,129.46
21805445,2016-11-03,129.46
21805445,2016-11-04,129.46
21805445,2016-11-05,129.46
21805445,2016-11-06,129.46
21805445,2016-11-07,129.46
21805445,2016-11-08,129.46
21805445,2016-11-09,129.46
21805445,2016-11-10,129.46
21805445,2016-11-11,129.46
21805445,2016-11-12,129.46
21805445,2016-11-13,129.46
21805445,2016-11-14,129.46
21805445,2016-11-15,129.46
21805445,2016-11-16,129.46
21805445,2016-11-17,129.46
21805445,2016-11-18,129.46
21805445,2016-11-19,129.46
21805445,2016-11-20,129.46
21805445,2016-11-21,129.46
21805445,2016-11-22,125.69
21805445,2016-11-23,125.69
21805445,2016-11-24,125.69
21805445,2016-11-25,126.96
21805445,2016-11-26,126.96
21805445,2016-11-27,125.7
21805445,2016-11-28,128.27
21805445,2016-11-29,128.27
21805445,2016-11-30,128.27
21805445,2016-12-01,128.27
21805445,2016-12-02,127
21805445,2016-12-03,127
21805445,2016-12-04,127
21805445,2016-12-05,127
21805445,2016-12-06,128.28
21805445,2016-12-07,128.28
21805445,2016-12-08,128.28
21805445,2016-12-09,128.28
21805445,2016-12-10,128.28
21805445,2016-12-11,128.28
21805445,2016-12-12,130.9
21805445,2016-12-13,130.9
21805445,2016-12-14,133.57
21805445,2016-12-15,133.57
21805445,2016-12-16,132.25
21805445,2016-12-17,136.34
21805445,2016-12-18,136.34
21805445,2016-12-19,136.34
21805445,2016-12-20,136.34
21805445,2016-12-21,136.34
21805445,2016-12-22,139.12
21805445,2016-12-23,139.12
21805445,2016-12-24,139.12
21805445,2016-12-25,139.12
21805445,2016-12-26,139.12
21805445,2016-12-27,139.12
21805445,2016-12-28,140.53
21805445,2016-12-29,140.53
21805445,2016-12-30,140.53
21805445,2016-12-31,140.53
21805445,2017-01-01,141.95
21805445,2017-01-02,141.95
21805445,2017-01-03,141.95
21805445,2017-01-04,141.95
21805445,2017-01-05,141.95
21805445,2017-01-06,143.38
21805445,2017-01-07,143.38
21805445,2017-01-08,143.38
21805445,2017-01-09,143.38
21805445,2017-01-10,143.38
21805445,2017-01-11,143.38
21805445,2017-01-12,146.31
21805445,2017-01-13,149.3
21805445,2017-01-14,149.3
21805445,2017-01-15,149.3
21805445,2017-01-16,149.3
21805445,2017-01-17,149.3
21805445,2017-01-18,149.3
21805445,2017-01-19,149.3
21805445,2017-01-20,149.3
21805445,2017-01-21,152.35
21805445,2017-01-22,152.35
21805445,2017-01-23,152.35
21805445,2017-01-24,152.35
21805445,2017-01-25,152.35
21805445,2017-01-26,155.46
21805445,2017-01-27,158.63
21805445,2017-01-28,158.63
21805445,2017-01-29,158.63
21805445,2017-01-30,158.63
21805445,2017-01-31,160.23
21805445,2017-02-01,160.23
21805445,2017-02-02,161.85
21805445,2017-02-03,161.85
21805445,2017-02-04,163.48
21805445,2017-02-05,116.774
21805445,2017-02-06,166.82
21805445,2017-02-07,166.82
21805445,2017-02-08,166.82
21805445,2017-02-09,166.82
21805445,2017-02-10,166.82
21805445,2017-02-11,168.51
21805445,2017-02-12,168.51
21805445,2017-02-13,168.51
21805445,2017-02-14,168.51
21805445,2017-02-15,168.51
21805445,2017-02-16,168.51
21805445,2017-02-17,168.51
21805445,2017-02-18,168.51
21805445,2017-02-19,168.51
21805445,2017-02-20,177.38
21805445,2017-02-21,177.38
21805445,2017-02-22,177.38
21805445,2017-02-23,179.17
21805445,2017-02-24,179.17
21805445,2017-02-25,182.83
21805445,2017-02-26,190.45
21805445,2017-02-27,190.45
21805445,2017-02-28,190.45
21805445,2017-03-01,190.45
21805445,2017-03-02,194.34
21805445,2017-03-03,194.34
21805445,2017-03-04,202.44
21805445,2017-03-05,202.44
21805445,2017-03-06,213.09
21805445,2017-03-07,219.68
21805445,2017-03-08,219.68
21805445,2017-03-09,219.68
21805445,2017-03-10,219.68
21805445,2017-03-11,219.68
21805445,2017-03-12,226.47
21805445,2017-03-13,233.47
21805445,2017-03-14,235.83
21805445,2017-03-15,235.83
21805445,2017-03-16,235.83
21805445,2017-03-17,238.21
21805445,2017-03-18,238.21
21805445,2017-03-19,238.21
21805445,2017-03-20,238.21
21805445,2017-03-21,238.21
21805445,2017-03-22,231.27
21805445,2017-03-23,231.27
21805445,2017-03-24,231.27
21805445,2017-03-25,168.3975
21805445,2017-03-26,224.53
21805445,2017-03-27,213.84
21805445,2017-03-28,213.84
21805445,2017-03-29,213.84
21805445,2017-03-30,213.84
21805445,2017-03-31,213.84
21805445,2017-04-01,205.62
21805445,2017-04-02,205.62
21805445,2017-04-03,201.59
21805445,2017-04-04,201.59
21805445,2017-04-05,195.72
21805445,2017-04-06,193.78
21805445,2017-04-07,193.78
21805445,2017-04-08,193.78
21805445,2017-04-09,193.78
21805445,2017-04-10,193.78
21805445,2017-04-11,184.55
21805445,2017-04-12,184.55
21805445,2017-04-13,177.45
21805445,2017-04-14,177.45
21805445,2017-04-15,177.45
21805445,2017-04-16,169
21805445,2017-04-17,169
21805445,2017-04-18,169
21805445,2017-04-19,169
21805445,2017-04-20,169
